,Age,Workclass,Education,Years of Education,Marital Status,Occupation,Role in Family,Race,Gender,Workhours per Week,Native Country,Income
534,77,3,11,10,4,0,1,4,0,1,1,0
535,47,2,10,15,1,9,5,4,0,60,0,1
536,48,3,3,16,1,9,0,4,1,60,1,1
537,42,3,10,15,1,9,0,4,1,50,1,1
538,31,2,7,14,1,12,0,4,1,40,1,1
539,43,2,2,13,1,3,0,4,1,40,0,1
540,50,2,3,16,1,9,0,4,1,65,1,1
541,36,2,2,13,1,9,0,4,1,50,1,1
542,49,0,7,14,1,9,0,4,1,40,1,1
543,38,2,5,9,1,2,0,4,1,40,1,1
544,48,0,3,16,1,9,5,4,0,46,1,1
545,46,2,2,13,1,9,0,4,1,40,1,1
546,56,3,5,9,1,7,0,4,1,60,1,1
547,37,2,5,9,1,3,0,4,1,45,1,1
548,51,2,5,9,1,6,0,2,1,40,1,1
549,43,2,7,14,1,3,0,4,1,40,1,1
550,46,0,5,9,1,2,0,4,1,40,1,0
551,42,0,7,14,1,3,0,4,1,60,1,1
552,45,2,11,10,1,0,5,4,0,35,1,1
553,23,2,11,10,1,6,0,4,1,40,1,0
554,45,2,2,13,1,11,0,4,1,40,1,1
555,30,0,5,9,1,0,0,4,1,40,1,0
556,49,0,3,16,1,9,0,2,1,60,1,1
557,49,2,0,12,1,11,5,4,0,40,1,1
558,57,2,10,15,1,2,0,1,1,40,0,1
559,42,3,2,13,1,4,0,4,1,80,1,1
560,43,0,11,10,1,0,5,4,0,40,1,1
561,43,2,11,10,1,3,0,4,1,40,1,1
562,42,2,10,15,1,9,0,4,1,60,1,1
563,53,2,2,13,1,3,0,4,1,55,1,1
564,40,0,7,14,1,9,0,4,1,48,1,1
565,46,2,7,14,1,12,0,4,1,40,1,1
566,41,2,2,13,1,3,0,4,1,60,1,1
567,49,2,2,13,1,2,0,4,1,40,1,1
568,31,3,2,13,1,9,0,4,1,50,0,1
569,34,2,7,14,1,3,0,4,1,50,1,1
570,40,0,7,14,1,12,0,1,1,40,0,1
571,50,2,11,10,1,0,5,4,0,38,1,1
572,54,2,5,9,1,2,0,1,1,40,1,1
573,49,2,11,10,1,0,0,4,1,50,1,1
574,44,3,7,14,1,3,5,4,0,60,1,1
575,57,0,2,13,1,9,0,4,1,40,1,1
576,28,0,7,14,1,9,5,4,0,55,1,0
577,57,2,11,10,1,11,0,4,1,40,1,1
578,59,2,2,13,1,9,0,4,1,43,1,1
579,38,2,0,12,1,3,5,4,0,40,1,1
580,36,3,5,9,1,4,0,4,1,60,1,1
581,55,2,11,10,1,3,0,4,1,40,1,1
582,34,3,5,9,1,11,0,4,1,60,1,1
583,51,2,11,10,1,11,0,4,1,50,1,1
584,46,2,5,9,1,13,0,4,1,70,0,1
585,33,2,7,14,1,3,0,4,1,45,0,1
586,31,0,2,13,1,9,5,4,0,35,1,1
587,31,2,2,13,1,3,5,4,0,35,1,1
588,59,3,5,9,1,3,0,4,1,52,1,1
589,48,2,0,12,1,11,0,4,1,40,1,1
590,33,2,2,13,1,3,0,4,1,45,1,1
591,46,2,11,10,1,2,0,4,1,50,1,1
592,53,2,2,13,1,3,0,2,1,40,1,1
593,39,2,7,14,1,9,5,4,0,18,1,1
594,44,3,5,9,1,9,0,4,1,40,1,1
595,45,2,7,14,1,3,0,4,1,50,1,1
596,42,0,2,13,1,10,0,4,1,40,1,1
597,24,3,8,4,1,13,0,4,1,40,1,1
598,57,2,2,13,1,11,0,4,1,40,1,1
599,51,0,2,13,1,9,0,4,1,40,1,1
600,50,2,2,13,1,3,0,4,1,40,1,1
601,50,2,2,13,1,0,0,4,1,50,1,1
602,52,2,7,14,1,3,0,4,1,50,0,1
603,46,3,2,13,1,11,0,4,1,42,1,1
604,44,2,11,10,1,11,0,1,1,40,1,1
605,47,3,2,13,1,3,0,4,1,45,1,1
606,36,2,2,13,1,11,0,4,1,45,1,1
607,34,2,11,10,1,9,0,4,1,38,1,1
608,49,2,2,13,1,3,0,4,1,50,1,1
609,45,2,2,13,1,11,0,4,1,45,1,1
610,46,2,2,13,1,3,0,4,1,50,1,1
611,53,3,2,13,1,3,0,4,1,48,1,1
612,63,0,3,16,1,3,0,4,1,50,1,1
613,52,2,2,13,1,9,0,4,1,40,1,1
614,44,2,2,13,1,3,0,2,1,40,1,1
615,37,2,2,13,1,11,0,4,1,40,1,1
616,44,0,3,16,1,9,0,4,1,40,1,1
617,53,2,2,13,1,9,0,4,1,40,1,1
618,32,2,2,13,1,12,0,4,1,40,1,1
619,50,0,3,16,1,9,0,4,1,45,1,1
620,42,0,7,14,1,9,0,1,1,40,0,1
621,50,2,0,12,1,2,0,4,1,40,1,1
622,33,2,2,13,1,11,0,4,1,55,1,1
623,50,0,7,14,1,9,5,4,0,40,1,1
624,32,2,2,13,1,9,5,4,0,32,1,1
625,41,2,5,9,1,9,0,4,1,40,1,1
626,54,2,5,9,1,3,0,4,1,55,1,1
627,34,2,0,12,1,11,0,2,1,50,1,1
628,41,3,2,13,1,3,0,4,1,55,1,1
629,39,3,10,15,1,9,0,4,1,50,1,1
630,42,0,7,14,1,9,0,4,1,40,1,1
631,31,2,2,13,1,11,0,4,1,45,1,1
632,45,2,1,11,1,9,0,4,1,42,1,1
633,41,2,2,13,1,12,0,4,1,42,1,1
634,48,2,7,14,1,3,5,4,0,38,1,1
635,32,3,5,9,1,4,0,4,1,55,1,1
636,41,2,11,10,1,6,0,2,1,40,1,1
637,31,3,2,13,1,3,5,4,0,40,1,1
638,30,3,11,10,1,3,0,1,1,40,0,1
639,41,2,11,10,1,3,5,4,0,40,1,1
640,48,2,7,14,1,9,0,4,1,40,1,1
641,60,0,3,16,1,9,0,4,1,40,1,1
642,38,3,2,13,1,3,0,1,1,65,1,1
643,46,2,4,3,1,13,0,0,1,40,1,0
644,28,2,11,10,1,11,0,4,1,55,1,1
645,64,3,3,16,1,3,0,4,1,60,1,1
646,31,2,2,13,1,3,5,4,0,20,1,1
647,42,2,7,14,1,9,0,4,1,50,1,1
648,43,2,1,11,1,12,5,4,0,32,1,1
649,61,3,11,10,1,11,0,4,1,35,1,1
650,48,2,3,16,1,9,0,1,1,40,0,1
651,46,0,7,14,1,3,0,4,1,45,1,1
652,44,2,2,13,1,3,0,4,1,50,1,1
653,39,0,11,10,1,3,0,4,1,50,1,1
654,46,3,2,13,1,11,0,4,1,40,1,1
655,48,2,3,16,1,9,0,4,1,50,1,1
656,27,2,6,7,1,2,0,4,1,40,1,1
657,22,0,11,10,1,11,0,4,1,37,1,0
658,51,0,2,13,1,3,0,4,1,40,1,0
659,48,0,11,10,1,10,0,4,1,40,1,1
660,52,2,1,11,1,2,0,4,1,40,1,1
661,31,3,5,9,1,2,0,4,1,40,1,1
662,53,2,2,13,1,0,0,4,1,40,1,1
663,51,2,7,14,1,9,0,4,1,60,1,1
664,46,0,3,16,1,9,5,4,0,52,1,1
665,25,2,11,10,1,0,0,2,1,36,1,1
666,46,2,5,9,1,2,0,2,1,40,1,1
667,57,3,5,9,1,11,0,4,1,30,1,1
668,44,2,2,13,1,9,0,4,1,50,1,1
669,42,2,5,9,1,13,0,4,1,50,1,1
670,42,2,7,14,1,0,0,4,1,40,1,1
671,30,2,2,13,1,9,0,4,1,55,1,1
672,54,0,3,16,1,3,0,4,1,50,1,1
673,46,3,10,15,1,9,0,4,1,45,1,1
674,33,2,2,13,1,0,0,4,1,50,1,1
675,38,2,11,10,1,3,0,4,1,50,1,1
676,50,2,7,14,1,2,0,4,1,45,1,1
677,46,2,6,7,1,2,0,4,1,40,1,1
678,41,3,7,14,1,11,5,4,0,35,1,1
679,56,2,2,13,1,9,0,4,1,65,1,1
680,39,2,2,13,1,9,0,4,1,50,1,1
681,46,3,3,16,1,9,0,4,1,50,1,1
682,48,0,8,4,1,13,0,4,1,40,1,0
683,35,2,3,16,1,9,0,1,1,40,0,1
684,56,2,11,10,1,2,0,4,1,60,1,1
685,49,3,5,9,1,3,0,4,1,60,1,1
686,61,0,10,15,1,9,0,4,1,40,1,1
687,43,2,5,9,1,2,0,4,1,40,1,1
688,37,2,5,9,1,2,0,4,1,50,1,0
689,43,2,2,13,1,6,0,4,1,40,1,1
690,41,2,5,9,1,11,0,4,1,40,1,1
691,61,2,5,9,1,2,0,4,1,40,1,1
692,30,2,2,13,1,0,0,4,1,40,1,1
693,58,2,11,10,1,10,0,4,1,40,1,1
694,40,2,5,9,1,9,0,4,1,40,1,1
695,44,0,7,14,1,3,0,4,1,40,1,1
696,40,2,2,13,1,3,0,4,1,32,1,1
697,58,2,5,9,1,2,0,4,1,40,1,0
698,48,3,5,9,1,2,0,4,1,40,1,1
699,49,2,5,9,1,6,0,4,1,40,1,0
700,50,2,2,13,1,3,0,4,1,50,1,1
701,43,2,2,13,1,11,0,4,1,55,1,1
702,53,2,5,9,1,13,0,4,1,40,1,1
703,42,2,3,16,1,9,0,4,1,50,1,1
704,56,3,5,9,1,11,0,4,1,40,1,1
705,44,2,2,13,1,3,0,4,1,56,1,1
706,29,2,2,13,1,9,5,4,0,50,1,1
707,35,2,5,9,1,11,0,4,1,40,1,1
708,44,2,5,9,1,11,0,4,1,40,1,1
709,34,0,2,13,1,10,0,4,1,48,1,1
710,42,2,7,14,1,9,0,1,1,55,0,1
711,43,2,2,13,1,9,0,4,1,40,1,1
712,57,2,1,11,1,9,0,4,1,45,1,0
713,50,2,2,13,1,3,0,2,1,60,1,1
714,45,2,11,10,1,2,0,4,1,40,1,1
715,32,2,2,13,1,3,0,4,1,60,1,1
716,33,2,2,13,1,0,0,4,1,45,1,1
717,43,3,11,10,1,3,0,4,1,15,1,1
718,32,2,5,9,1,11,0,4,1,50,1,1
719,36,2,5,9,1,2,0,4,1,48,1,1
720,50,3,5,9,1,11,0,4,1,60,1,1
721,27,2,5,9,1,13,0,4,1,45,1,0
722,60,2,10,15,1,3,0,4,1,40,1,1
723,53,2,7,14,1,3,0,4,1,50,1,1
724,61,0,3,16,1,9,0,4,1,40,1,1
725,32,2,2,13,1,11,0,4,1,40,1,1
726,52,3,2,13,1,3,0,4,1,60,0,1
727,37,2,5,9,1,3,0,4,1,55,1,1
728,33,2,5,9,1,12,5,4,0,40,1,1
729,57,3,3,16,1,11,0,4,1,40,1,1
730,43,2,5,9,1,2,0,4,1,99,1,1
731,50,2,5,9,1,3,0,4,1,40,1,1
732,43,2,11,10,1,2,0,4,1,40,1,1
733,45,2,5,9,1,7,0,4,1,40,1,1
734,37,3,5,9,1,11,0,4,1,45,1,1
735,31,2,7,14,1,9,0,4,1,43,1,1
736,33,2,0,12,1,2,0,4,1,50,1,1
737,56,3,5,9,1,7,0,4,1,50,0,1
738,43,2,11,10,1,9,5,4,0,50,1,1
739,28,2,11,10,1,3,5,4,0,40,1,1
740,52,2,6,6,1,2,0,4,1,47,1,1
741,38,2,2,13,1,9,0,4,1,40,1,1
742,40,0,8,4,1,2,0,2,1,40,1,1
743,57,2,5,9,1,13,0,4,1,40,1,1
744,41,2,11,10,1,2,0,4,1,50,1,1
745,37,2,5,9,1,3,0,4,1,50,1,1
746,42,2,5,9,1,2,0,4,1,40,1,1
747,44,2,7,14,1,9,0,4,1,35,1,1
748,39,2,2,13,1,3,0,4,1,50,1,1
749,53,0,11,10,1,3,5,1,0,40,0,1
750,51,2,11,10,1,3,0,4,1,65,1,1
751,38,2,2,13,1,3,0,4,1,50,1,1
752,43,0,11,10,1,10,0,4,1,40,1,1
753,33,3,0,12,1,3,0,4,1,60,1,1
754,43,2,2,13,1,11,0,4,1,40,1,1
755,35,2,2,13,1,3,0,4,1,45,1,1
756,41,2,11,10,1,3,0,4,1,50,1,1
757,45,2,11,10,1,2,0,4,1,40,1,1
758,59,2,5,9,1,6,0,4,1,40,1,1
759,30,0,7,14,1,9,0,4,1,45,1,1
760,32,0,2,13,1,10,0,4,1,45,1,1
761,39,0,2,13,1,10,0,4,1,60,1,1
762,43,3,2,13,1,9,5,4,0,70,1,1
763,32,2,2,13,1,3,0,4,1,55,1,1
764,39,0,5,9,1,10,0,4,1,40,1,1
765,37,0,2,13,1,9,0,4,1,40,1,1
766,34,2,11,10,1,3,5,4,0,40,1,1
767,46,2,11,10,1,12,0,4,1,45,1,1
768,51,0,3,16,1,9,0,4,1,40,1,1
769,29,2,5,9,1,11,0,4,1,55,1,1
770,34,2,2,13,1,9,5,4,0,40,1,1
771,50,2,11,10,1,2,0,4,1,35,1,1
772,34,2,11,10,1,5,0,4,1,40,1,1
773,58,2,6,6,1,13,0,4,1,40,1,1
774,56,3,4,3,1,3,0,4,1,67,1,1
775,34,3,2,13,1,9,0,2,1,48,1,1
776,36,0,2,13,1,9,0,4,1,40,1,1
777,46,2,5,9,1,6,0,4,1,40,1,1
778,35,2,2,13,1,3,0,1,1,50,1,1
779,50,3,5,9,1,3,0,4,1,40,1,1
780,27,3,2,13,1,3,0,4,1,45,1,1
781,32,2,0,12,1,2,0,4,1,40,0,1
782,44,3,5,9,1,3,0,4,1,70,1,1
783,39,2,5,9,1,11,0,4,1,46,1,1
784,33,2,5,9,1,0,5,4,0,20,1,1
785,59,0,5,9,1,2,0,4,1,40,1,1
786,59,2,11,10,1,2,0,4,1,55,1,1
787,51,0,11,10,1,11,0,4,1,40,1,1
788,37,2,1,11,1,2,0,4,1,40,1,1
789,57,2,5,9,1,12,0,2,1,40,0,1
790,25,2,1,11,1,9,5,4,0,40,1,1
791,54,2,5,9,1,13,0,4,1,65,1,1
792,47,0,11,10,1,13,0,4,1,40,1,1
793,52,0,3,16,1,9,0,4,1,70,0,1
794,40,2,2,13,1,9,0,4,1,40,1,1
795,27,2,2,13,1,6,0,4,1,60,1,1
796,31,2,2,13,1,3,0,2,1,40,1,1
797,41,3,5,9,1,11,0,4,1,55,1,1
798,41,2,5,9,1,13,0,4,1,45,1,1
799,50,2,5,9,1,3,0,2,1,55,1,1
800,36,2,11,10,1,6,0,4,1,40,1,1
801,27,2,5,9,1,0,5,2,0,40,1,1
802,46,2,11,10,1,11,0,4,1,40,1,1
803,61,3,5,9,1,3,0,4,1,40,1,1
804,39,0,2,13,1,9,0,4,1,40,1,1
805,47,2,5,9,1,13,0,4,1,45,1,1
806,45,2,5,9,1,6,0,4,1,40,1,1
807,55,0,5,9,1,12,5,4,0,40,1,1
808,38,3,6,7,1,3,0,4,1,45,1,1
809,57,2,2,13,1,11,0,4,1,55,1,1
810,38,3,6,6,1,11,0,4,1,40,1,1
811,28,2,2,13,1,0,0,4,1,40,1,1
812,40,2,11,10,1,5,0,4,1,40,1,1
813,36,2,2,13,1,9,0,4,1,50,1,1
814,36,2,5,9,1,2,0,4,1,60,1,1
815,30,3,5,9,1,3,0,4,1,50,1,1
816,35,2,5,9,1,0,5,4,0,42,1,1
817,32,3,5,9,1,13,0,4,1,60,1,1
818,55,2,5,9,1,5,0,4,1,40,1,1
819,29,2,5,9,1,6,0,4,1,30,1,1
820,37,3,0,12,1,11,0,4,1,40,1,1
821,36,2,1,11,1,3,0,4,1,50,1,1
822,42,2,7,14,1,9,5,4,0,48,1,1
823,40,0,3,16,1,9,0,4,1,50,1,1
824,26,2,7,14,1,9,0,4,1,40,1,1
825,44,2,7,14,1,9,0,4,1,60,1,1
826,47,2,2,13,1,3,0,4,1,40,1,1
827,35,2,7,14,1,9,0,4,1,40,1,1
828,58,2,11,10,1,11,0,4,1,40,1,1
829,41,3,5,9,1,11,0,4,1,55,1,1
830,41,2,5,9,1,2,0,4,1,40,1,1
831,38,0,3,16,1,3,0,4,1,50,1,1
832,47,3,2,13,1,11,0,4,1,40,1,1
833,39,2,5,9,1,13,0,2,1,40,1,1
834,42,2,11,10,1,11,0,4,1,50,1,1
835,42,2,2,13,1,11,0,4,1,40,1,1
836,37,2,1,11,1,9,5,4,0,35,1,1
837,41,2,2,13,1,9,0,4,1,40,1,1
838,51,2,5,9,1,2,0,4,1,40,1,1
839,50,2,2,13,1,2,0,4,1,50,1,1
840,43,2,6,6,1,6,0,2,1,40,1,1
841,28,2,0,12,1,12,0,4,1,70,1,1
842,35,3,0,12,1,11,0,4,1,45,1,1
843,59,2,5,9,1,3,0,4,1,40,1,1
844,28,2,2,13,1,9,0,4,1,40,1,1
845,42,3,10,15,1,9,0,4,1,40,1,1
846,51,2,7,14,1,3,0,4,1,47,1,1
847,54,2,7,14,1,3,0,4,1,44,1,1
848,45,2,5,9,1,2,0,4,1,40,1,1
849,38,0,2,13,1,9,5,2,0,40,1,1
850,46,0,7,14,1,1,0,4,1,40,1,1
851,33,0,11,10,1,10,0,4,1,40,1,1
852,36,2,2,13,1,3,0,4,1,40,1,1
853,36,0,3,16,1,9,0,4,1,50,1,1
854,61,0,11,10,1,0,0,4,1,40,1,1
855,30,3,5,9,1,2,0,4,1,48,1,1
856,50,2,1,11,1,9,5,4,0,36,1,1
857,58,2,1,11,1,2,0,4,1,48,1,1
858,43,2,2,13,1,6,0,4,1,40,1,1
859,40,2,11,10,1,2,0,4,1,68,1,1
860,55,0,5,9,1,12,0,4,1,40,1,1
861,52,2,2,13,1,3,0,4,1,40,1,1
862,44,3,11,10,1,2,0,4,1,55,1,1
863,39,0,10,15,1,9,0,4,1,50,1,1
864,45,2,2,13,1,11,0,4,1,60,1,1
865,42,3,2,13,1,9,0,4,1,40,1,1
866,29,2,11,10,1,3,0,4,1,50,1,1
867,46,2,11,10,1,13,0,4,1,40,1,1
868,55,2,2,13,1,3,0,4,1,40,1,1
869,33,3,10,15,1,9,0,4,1,40,1,1
870,44,2,11,10,1,13,0,4,1,60,1,1
871,37,2,2,13,1,3,0,4,1,47,1,1
872,64,3,0,12,1,11,0,4,1,50,1,1
873,43,0,7,14,1,9,0,4,1,45,1,1
874,36,2,2,13,1,11,0,4,1,35,1,1
875,55,2,2,13,1,3,0,4,1,40,1,1
876,34,2,5,9,1,3,0,4,1,45,1,1
877,29,2,1,11,1,6,0,4,1,48,1,1
878,37,2,11,10,1,3,0,2,1,60,0,1
879,42,2,2,13,1,0,5,1,0,40,0,1
880,41,3,0,12,1,2,0,4,1,40,1,1
881,45,0,11,10,1,2,0,4,1,40,0,1
882,35,2,5,9,1,11,0,1,1,50,0,1
883,61,2,1,11,1,2,0,4,1,60,1,1
884,49,2,11,10,1,3,0,4,1,40,1,1
885,52,3,5,9,1,4,0,4,1,60,1,1
886,46,0,0,12,1,10,0,4,1,50,1,1
887,23,2,7,14,1,9,0,1,1,50,0,1
888,36,2,11,10,1,2,0,4,1,40,1,1
889,43,0,5,9,1,3,0,3,1,40,1,1
890,35,0,7,14,1,9,0,4,1,40,1,1
891,39,2,5,9,1,6,0,4,1,40,1,1
892,39,2,2,13,1,3,0,4,1,40,1,1
893,47,0,7,14,1,9,0,4,1,50,1,1
894,53,0,11,10,1,10,0,4,1,40,1,1
895,53,2,11,10,1,13,0,4,1,45,1,1
896,26,2,7,14,3,9,1,4,0,40,1,0
897,52,2,5,9,3,11,1,4,1,50,1,0
898,61,2,4,3,0,13,1,4,1,56,1,0
899,28,0,5,9,3,10,2,2,1,40,1,0
900,42,2,7,14,0,9,1,4,0,40,1,0
901,44,0,7,14,3,9,1,4,1,42,1,0
902,51,2,5,9,2,6,1,4,1,40,1,0
903,39,0,5,9,0,2,1,4,1,40,1,0
904,36,0,2,13,0,9,1,4,1,44,1,0
905,45,2,11,10,0,3,1,4,1,50,1,0
906,27,2,2,13,3,3,1,4,1,40,1,0
907,40,0,7,14,3,0,1,4,0,35,1,0
908,25,2,2,13,3,11,1,4,0,40,1,0
909,47,2,5,9,0,11,3,4,1,40,1,0
910,32,2,2,13,3,9,1,4,1,50,1,0
911,53,2,5,9,2,0,4,4,0,38,1,0
912,32,2,11,10,3,11,3,4,1,60,1,0
913,49,2,5,9,0,2,1,4,1,40,1,0
914,27,2,1,11,3,9,1,4,0,36,0,0
915,26,2,2,13,3,3,1,4,1,38,1,0
916,60,3,5,9,2,7,1,2,1,50,1,0
917,56,3,7,14,0,11,1,4,1,60,1,0
918,58,2,0,12,0,0,1,4,1,40,1,0
919,39,2,2,13,3,11,1,4,1,50,1,0
920,53,2,7,14,0,9,4,4,0,38,1,0
921,27,2,11,10,3,2,1,1,1,45,0,0
922,46,0,7,14,0,9,1,4,0,60,1,0
923,30,2,5,9,3,3,1,4,1,45,1,0
924,38,0,5,9,3,2,1,4,1,40,0,0
925,41,2,2,13,3,9,1,4,0,40,1,0
926,27,2,5,9,3,13,1,4,1,75,1,0
927,43,2,2,13,0,12,1,4,1,40,1,0
928,30,0,2,13,3,9,1,4,1,40,1,0
929,25,2,2,13,3,9,1,4,0,40,1,0
930,26,3,2,13,0,3,1,4,1,38,1,0
931,53,0,2,13,0,9,1,4,0,54,1,0
932,39,2,6,7,0,2,1,4,1,46,1,0
933,47,0,11,10,0,9,1,4,0,40,1,0
934,44,2,11,10,2,2,1,4,1,55,1,0
935,61,3,5,9,1,4,0,4,1,60,1,1
936,44,2,0,12,1,2,0,4,1,40,1,1
937,28,2,5,9,1,2,0,4,1,42,1,1
938,34,2,2,13,1,9,0,4,1,40,0,1
939,39,2,2,13,1,11,0,4,1,40,1,1
940,41,2,1,11,1,12,0,4,1,48,1,1
941,35,2,2,13,1,3,0,4,1,70,1,1
942,34,2,5,9,1,2,0,4,1,50,1,1
943,30,2,0,12,1,3,0,4,1,50,1,1
944,30,2,5,9,1,2,0,4,1,50,1,1
945,33,0,2,13,1,0,0,4,1,45,1,1
946,60,2,5,9,1,2,0,4,1,40,1,1
947,31,2,5,9,1,2,0,4,1,40,1,1
948,50,2,5,9,1,12,0,4,1,40,1,1
949,27,2,5,9,1,9,0,4,1,45,1,1
950,37,3,5,9,1,3,0,4,1,65,1,1
951,30,2,5,9,1,2,0,4,1,40,1,1
952,49,2,11,10,1,9,0,4,1,44,1,1
953,52,0,7,14,1,9,5,2,0,40,1,1
954,39,0,6,8,1,13,0,4,1,40,0,1
955,37,2,5,9,1,6,0,4,1,48,1,1
956,39,2,7,14,1,9,0,4,1,50,1,1
957,38,2,2,13,1,3,0,4,1,54,1,1
958,44,2,2,13,1,9,0,4,1,40,1,1
959,45,2,11,10,1,2,0,4,1,40,1,1
960,54,2,5,9,1,11,0,4,1,40,1,1
961,58,2,0,12,1,6,0,2,1,40,1,1
962,36,0,2,13,1,0,0,4,1,55,1,1
963,45,2,8,5,1,7,0,4,1,40,1,1
964,46,0,1,11,1,12,0,4,1,40,1,1
965,41,2,5,9,1,11,0,4,1,45,1,1
966,41,0,7,14,1,3,0,4,1,40,1,1
967,34,2,5,9,1,2,0,4,1,50,1,1
968,33,0,3,16,1,9,0,4,1,40,1,1
969,63,2,2,13,1,11,0,4,1,40,1,1
970,56,2,11,10,1,11,0,4,1,50,1,1
971,48,0,5,9,1,12,5,4,0,40,1,1
972,40,2,0,12,1,3,0,4,1,55,1,1
973,59,2,11,10,1,3,0,4,1,45,1,1
974,32,2,2,13,1,11,0,4,1,50,1,1
975,29,0,2,13,1,9,0,4,1,60,0,1
976,41,2,5,9,1,2,0,4,1,40,1,1
977,30,2,11,10,1,11,0,4,1,40,1,1
978,34,0,7,14,1,6,0,4,1,40,1,1
979,41,2,11,10,1,13,0,4,1,65,1,1
980,46,2,2,13,1,9,0,4,1,45,1,1
981,39,2,7,14,1,3,0,4,1,45,1,1
982,26,2,5,9,1,2,0,2,1,60,1,1
983,27,2,2,13,1,11,0,4,1,55,1,1
984,61,2,2,13,1,9,0,4,1,40,1,1
985,37,2,2,13,1,3,5,4,0,40,1,1
986,67,2,11,10,1,11,0,4,1,70,1,0
987,66,2,11,10,1,3,0,4,1,40,1,1
988,66,3,5,9,1,11,0,4,1,10,1,1
989,74,3,2,13,1,3,0,4,1,12,1,1
990,66,0,5,9,1,3,0,4,1,40,1,1
991,71,3,11,10,2,11,4,2,1,2,1,0
992,80,2,11,10,3,9,1,4,1,60,1,0
993,24,2,5,9,3,7,1,4,0,40,1,0
994,20,2,6,7,1,7,3,1,0,40,0,0
995,28,3,11,10,3,13,1,4,1,40,1,0
996,59,2,5,9,0,11,4,4,0,30,1,0
997,24,2,5,9,3,11,3,4,0,32,1,0
998,24,2,11,10,3,11,3,4,1,40,1,0
999,52,2,5,9,4,11,4,4,0,40,1,0
1000,39,3,2,13,0,0,1,4,1,40,1,0
1001,43,2,5,9,0,7,1,2,0,35,1,0
1002,22,2,6,6,3,11,1,4,0,25,1,0
1003,30,2,0,12,0,0,3,4,0,40,1,0
1004,21,2,6,7,1,5,3,4,1,40,0,0
1005,24,2,5,9,0,10,3,4,0,40,1,0
1006,21,2,11,10,3,11,3,4,0,28,1,0
1007,49,2,7,14,0,3,4,4,1,45,1,1
1008,52,2,2,13,0,9,4,4,0,40,1,1
1009,38,2,11,10,0,2,1,4,1,40,1,0
1010,30,2,2,13,3,11,1,4,1,48,1,0
1011,38,0,2,13,3,3,4,1,1,40,0,0
1012,25,2,6,8,3,6,1,4,1,40,1,0
1013,34,2,2,13,3,3,2,4,0,45,1,0
1014,24,0,2,13,3,9,1,4,1,45,1,0
1015,25,2,2,13,3,9,1,4,1,40,1,0
1016,31,2,2,13,3,3,1,4,1,38,1,0
1017,39,0,2,13,3,0,1,4,1,40,1,0
1018,35,2,5,9,0,13,1,4,1,60,1,0
1019,31,0,6,6,3,13,2,4,1,40,1,0
1020,30,2,5,9,3,6,1,4,1,42,1,0
1021,42,0,7,14,3,9,1,4,0,35,1,0
1022,42,2,11,10,0,3,1,4,0,50,1,0
1023,41,2,2,13,3,9,1,4,0,40,1,0
1024,46,2,5,9,0,2,1,4,1,40,1,0
1025,34,2,2,13,3,3,1,4,1,40,1,0
1026,33,2,5,9,0,2,1,2,1,40,1,0
1027,36,2,2,13,0,3,1,4,1,40,1,0
1028,36,2,2,13,3,11,1,4,0,40,1,0
1029,44,0,0,12,0,0,1,2,0,40,1,0
1030,28,2,5,9,0,7,1,4,0,52,1,0
1031,52,2,5,9,0,0,4,4,0,38,1,0
1032,43,2,2,13,3,0,1,4,1,40,1,0
1033,45,2,5,9,1,6,5,4,0,40,1,0
1034,30,2,2,13,1,9,0,4,1,45,1,0
1035,50,0,11,10,1,0,0,4,1,48,1,0
1036,41,0,2,13,1,9,5,4,0,20,1,0
1037,31,2,11,10,1,0,5,4,0,20,1,0
1038,27,3,5,9,1,2,0,4,1,40,1,0
1039,63,2,2,13,1,11,0,4,1,35,1,0
1040,33,2,5,9,1,0,5,4,0,25,1,0
1041,28,2,5,9,1,13,0,4,1,40,1,0
1042,34,0,11,10,1,2,0,4,1,40,1,0
1043,31,2,1,11,1,2,0,4,1,40,1,0
1044,30,2,10,15,1,9,0,2,1,40,0,0
1045,47,0,0,12,1,10,0,4,1,40,1,0
1046,35,2,5,9,1,2,0,4,1,40,1,0
1047,32,2,11,10,1,11,0,4,1,47,1,0
1048,33,3,11,10,1,11,0,4,1,50,1,0
1049,38,2,5,9,1,2,0,4,1,48,1,0
1050,35,3,11,10,1,11,0,4,1,40,1,0
1051,42,2,5,9,1,13,0,4,1,43,1,0
1052,47,0,2,13,1,2,0,4,1,40,1,0
1053,34,0,5,9,1,7,5,4,0,35,1,0
1054,53,2,11,10,1,3,0,4,1,40,1,0
1055,37,2,0,12,1,9,0,4,1,45,1,0
1056,33,2,11,10,1,2,0,4,1,40,1,0
1057,32,2,11,10,1,0,5,3,0,40,1,0
1058,38,0,2,13,1,2,0,4,1,40,1,0
1059,52,2,11,10,1,3,0,4,1,60,1,0
1060,35,0,2,13,1,3,0,4,1,80,1,0
1061,46,2,7,14,1,0,0,4,1,60,1,0
1062,28,2,5,9,1,2,0,4,1,30,1,0
1063,58,2,0,12,1,2,0,4,1,40,1,0
1064,29,3,2,13,1,3,0,4,1,70,1,0
1065,30,2,11,10,1,2,0,4,1,40,1,0
1066,53,0,5,9,1,13,0,4,1,50,1,0
